file_path,actual_phoneme,predicted_phoneme,confidence_score,is_correct
data/03_augmented/ऋ/ऋ_aug_535.wav,ऋ,ॠ,-262.99925222029776,False
data/03_augmented/ऋ/ऋ_aug_536.wav,ऋ,ॡ,-274.2721652465412,False
data/03_augmented/ऋ/ऋ_aug_537.wav,ऋ,औ,-254.3204895971753,False
data/03_augmented/ऋ/ऋ_aug_538.wav,ऋ,ॡ,-275.14497406248904,False
data/03_augmented/ऋ/ऋ_aug_539.wav,ऋ,ॡ,-287.3104172714328,False
data/03_augmented/ऋ/ऋ_aug_540.wav,ऋ,ॠ,-262.86362254829714,False
data/03_augmented/ऋ/ऋ_aug_541.wav,ऋ,औ,-285.7737081237657,False
data/03_augmented/ऋ/ऋ_aug_542.wav,ऋ,ॠ,-234.6099914131452,False
data/03_augmented/ऋ/ऋ_aug_543.wav,ऋ,ॠ,-229.4954464568807,False
data/03_augmented/ऋ/ऋ_aug_544.wav,ऋ,औ,-295.0679256905812,False
data/03_augmented/ऋ/ऋ_aug_545.wav,ऋ,ॡ,-276.8189144404921,False
data/03_augmented/ऋ/ऋ_aug_546.wav,ऋ,ॠ,-308.52897101936935,False
data/03_augmented/ऋ/ऋ_aug_547.wav,ऋ,औ,-261.89292172799134,False
data/03_augmented/ऋ/ऋ_aug_548.wav,ऋ,ॡ,-269.3454721795153,False
data/03_augmented/ऋ/ऋ_aug_549.wav,ऋ,आ,-286.53446942454883,False
data/03_augmented/ऋ/ऋ_aug_550.wav,ऋ,ॠ,-249.83179940225233,False
data/03_augmented/ऋ/ऋ_aug_551.wav,ऋ,ॡ,-298.28607530515507,False
data/03_augmented/ऋ/ऋ_aug_552.wav,ऋ,ॡ,-298.06874223975115,False
data/03_augmented/ऋ/ऋ_aug_553.wav,ऋ,औ,-256.84341331110943,False
data/03_augmented/ऋ/ऋ_aug_554.wav,ऋ,ॠ,-245.6982842328358,False
data/03_augmented/ऋ/ऋ_aug_555.wav,ऋ,ॠ,-275.64690784774234,False
data/03_augmented/ऋ/ऋ_aug_556.wav,ऋ,ॠ,-248.92587995808043,False
data/03_augmented/ऋ/ऋ_aug_557.wav,ऋ,ॠ,-239.1797311923813,False
data/03_augmented/ऋ/ऋ_aug_558.wav,ऋ,ॠ,-269.43073678617304,False
data/03_augmented/ऋ/ऋ_aug_559.wav,ऋ,ॠ,-244.46625975729768,False
data/03_augmented/ऋ/ऋ_aug_560.wav,ऋ,ॡ,-286.7647133184296,False
data/03_augmented/ऋ/ऋ_aug_561.wav,ऋ,ॠ,-319.84502314902625,False
data/03_augmented/ऋ/ऋ_aug_562.wav,ऋ,ॠ,-245.14503103908905,False
data/03_augmented/ऋ/ऋ_aug_563.wav,ऋ,ॠ,-248.67797505177595,False
data/03_augmented/ऋ/ऋ_aug_564.wav,ऋ,औ,-251.72263621631788,False
data/03_augmented/ऋ/ऋ_aug_565.wav,ऋ,ॠ,-257.92061537912696,False
data/03_augmented/ऋ/ऋ_aug_566.wav,ऋ,ॡ,-277.3653839098495,False
data/03_augmented/ऋ/ऋ_aug_567.wav,ऋ,औ,-263.7294525831623,False
data/03_augmented/ऋ/ऋ_aug_568.wav,ऋ,ॡ,-321.0224377357167,False
data/03_augmented/ऋ/ऋ_aug_569.wav,ऋ,ॠ,-247.98477929665103,False
data/03_augmented/ऋ/ऋ_aug_570.wav,ऋ,ॠ,-248.8717885036227,False
data/03_augmented/ऋ/ऋ_aug_571.wav,ऋ,ॠ,-277.34831592710304,False
data/03_augmented/ऋ/ऋ_aug_572.wav,ऋ,ॠ,-251.53473348134557,False
data/03_augmented/ऋ/ऋ_aug_573.wav,ऋ,ॠ,-263.8097564186355,False
data/03_augmented/ऋ/ऋ_aug_574.wav,ऋ,ॠ,-282.57291707120544,False
data/03_augmented/ऋ/ऋ_aug_575.wav,ऋ,ॡ,-273.3398771757105,False
data/03_augmented/ऋ/ऋ_aug_576.wav,ऋ,ॠ,-253.83319020250775,False
data/03_augmented/ऋ/ऋ_aug_577.wav,ऋ,ॡ,-305.8825322168453,False
data/03_augmented/ऋ/ऋ_aug_578.wav,ऋ,औ,-254.60822292538458,False
data/03_augmented/ऋ/ऋ_aug_579.wav,ऋ,औ,-262.1728539804368,False
data/03_augmented/ऋ/ऋ_aug_580.wav,ऋ,आ,-306.2918107626818,False
data/03_augmented/ऋ/ऋ_aug_581.wav,ऋ,ॡ,-328.4540296531552,False
data/03_augmented/ऋ/ऋ_aug_582.wav,ऋ,औ,-290.0938527448701,False
data/03_augmented/ऋ/ऋ_aug_583.wav,ऋ,ॠ,-257.21977675047407,False
data/03_augmented/ऋ/ऋ_aug_584.wav,ऋ,औ,-262.61557290514236,False
data/03_augmented/ऋ/ऋ_aug_585.wav,ऋ,औ,-249.56464110116505,False
data/03_augmented/ऋ/ऋ_aug_586.wav,ऋ,ॡ,-290.8611785861309,False
data/03_augmented/ऋ/ऋ_aug_587.wav,ऋ,ॡ,-257.92979546240014,False
data/03_augmented/ऋ/ऋ_aug_588.wav,ऋ,ॠ,-270.1427848975614,False
data/03_augmented/ऋ/ऋ_aug_589.wav,ऋ,ॠ,-253.71031771801188,False
data/03_augmented/ऋ/ऋ_aug_590.wav,ऋ,ॠ,-255.87378261048582,False
data/03_augmented/ऋ/ऋ_aug_591.wav,ऋ,ॠ,-246.1306010295991,False
data/03_augmented/ऋ/ऋ_aug_592.wav,ऋ,औ,-271.20956409252955,False
data/03_augmented/ऋ/ऋ_aug_593.wav,ऋ,ॠ,-256.02543691953235,False
data/03_augmented/ऋ/ऋ_aug_594.wav,ऋ,औ,-278.7983753763251,False
data/03_augmented/ऋ/ऋ_aug_595.wav,ऋ,ऐ,-322.6965855823052,False
data/03_augmented/ऋ/ऋ_aug_596.wav,ऋ,ॠ,-257.3727024995825,False
data/03_augmented/ऋ/ऋ_aug_597.wav,ऋ,औ,-253.19301834434913,False
data/03_augmented/ऋ/ऋ_aug_598.wav,ऋ,अं,-311.8139502268857,False
data/03_augmented/ऋ/ऋ_aug_599.wav,ऋ,ॡ,-275.5683899119964,False
data/03_augmented/ऋ/ऋ_aug_600.wav,ऋ,ॡ,-281.475722364206,False
data/03_augmented/ऋ/ऋ_aug_601.wav,ऋ,ॡ,-265.01047789182223,False
data/03_augmented/ऋ/ऋ_aug_602.wav,ऋ,औ,-252.85782539546364,False
data/03_augmented/ऋ/ऋ_aug_603.wav,ऋ,औ,-260.07369334755674,False
data/03_augmented/ऋ/ऋ_aug_604.wav,ऋ,ॡ,-278.6068311699811,False
data/03_augmented/ऋ/ऋ_aug_605.wav,ऋ,औ,-241.9381931592023,False
data/03_augmented/ऋ/ऋ_aug_606.wav,ऋ,ॠ,-258.3563189564949,False
data/03_augmented/ऋ/ऋ_aug_607.wav,ऋ,ॠ,-246.3251132645004,False
data/03_augmented/ऋ/ऋ_aug_608.wav,ऋ,औ,-248.68021680981434,False
data/03_augmented/ऋ/ऋ_aug_609.wav,ऋ,औ,-263.6826618487666,False
data/03_augmented/ऋ/ऋ_aug_610.wav,ऋ,औ,-290.8382877261968,False
data/03_augmented/ऋ/ऋ_aug_611.wav,ऋ,ॠ,-301.1695768037949,False
data/03_augmented/ऋ/ऋ_aug_612.wav,ऋ,ॠ,-236.19156807903173,False
data/03_augmented/ऋ/ऋ_aug_613.wav,ऋ,औ,-260.7376775145038,False
data/03_augmented/ऋ/ऋ_aug_614.wav,ऋ,ॡ,-281.958652655548,False
data/03_augmented/ऋ/ऋ_aug_615.wav,ऋ,ॠ,-255.25539468913016,False
data/03_augmented/ऋ/ऋ_aug_616.wav,ऋ,ॡ,-268.14503757212447,False
data/03_augmented/ऋ/ऋ_aug_617.wav,ऋ,ॠ,-247.20720544905154,False
data/03_augmented/ऋ/ऋ_aug_618.wav,ऋ,ॠ,-250.64239386006767,False
data/03_augmented/ऋ/ऋ_aug_619.wav,ऋ,ॠ,-239.2326689099289,False
data/03_augmented/ऋ/ऋ_aug_620.wav,ऋ,औ,-278.7929478821301,False
data/03_augmented/ऋ/ऋ_aug_621.wav,ऋ,ॠ,-252.7168755695103,False
data/03_augmented/ऋ/ऋ_aug_622.wav,ऋ,ॠ,-241.31359504822862,False
data/03_augmented/ऋ/ऋ_aug_623.wav,ऋ,ॡ,-279.084170685686,False
data/03_augmented/ऋ/ऋ_aug_624.wav,ऋ,ॠ,-254.2743996261369,False
data/03_augmented/ऋ/ऋ_aug_625.wav,ऋ,औ,-239.20505562214893,False
data/03_augmented/ऋ/ऋ_aug_626.wav,ऋ,ॡ,-350.0390904785979,False
data/03_augmented/ऋ/ऋ_aug_627.wav,ऋ,ॠ,-245.89910754998766,False
data/03_augmented/ऋ/ऋ_aug_628.wav,ऋ,औ,-290.5448595634666,False
data/03_augmented/ऋ/ऋ_aug_629.wav,ऋ,औ,-254.6052792773982,False
data/03_augmented/ऋ/ऋ_aug_630.wav,ऋ,ॠ,-238.12621531688978,False
data/03_augmented/ऋ/ऋ_aug_631.wav,ऋ,औ,-266.11092374275245,False
data/03_augmented/ऋ/ऋ_aug_632.wav,ऋ,ॡ,-273.27357159182026,False
data/03_augmented/ऋ/ऋ_aug_633.wav,ऋ,आ,-320.81242736910457,False
data/03_augmented/ऋ/ऋ_aug_634.wav,ऋ,औ,-258.6570316480232,False
data/03_augmented/ऋ/ऋ_aug_635.wav,ऋ,ॠ,-233.10185020901807,False
data/03_augmented/ऋ/ऋ_aug_636.wav,ऋ,ॠ,-267.0345563833808,False
data/03_augmented/ऋ/ऋ_aug_637.wav,ऋ,औ,-271.31265163228545,False
data/03_augmented/ऋ/ऋ_aug_638.wav,ऋ,औ,-282.80308028207355,False
data/03_augmented/ऋ/ऋ_aug_639.wav,ऋ,औ,-237.86417972043233,False
data/03_augmented/ऋ/ऋ_aug_640.wav,ऋ,अः,-277.3999497743353,False
data/03_augmented/ऋ/ऋ_aug_641.wav,ऋ,ॡ,-282.2482458424335,False
data/03_augmented/ऋ/ऋ_aug_642.wav,ऋ,ॡ,-301.55155577106035,False
data/03_augmented/ऋ/ऋ_aug_643.wav,ऋ,औ,-251.35037647175352,False
data/03_augmented/ऋ/ऋ_aug_644.wav,ऋ,औ,-261.40825472301196,False
data/03_augmented/ऋ/ऋ_aug_645.wav,ऋ,ॠ,-235.9234745729825,False
data/03_augmented/ऋ/ऋ_aug_646.wav,ऋ,ॠ,-252.00002052686605,False
data/03_augmented/ऋ/ऋ_aug_647.wav,ऋ,ॠ,-267.7493400479135,False
data/03_augmented/ऋ/ऋ_aug_648.wav,ऋ,औ,-270.90025556372774,False
data/03_augmented/ऋ/ऋ_aug_649.wav,ऋ,ॠ,-249.77259949185637,False
data/03_augmented/ऋ/ऋ_aug_650.wav,ऋ,ॠ,-240.71447101781527,False
data/03_augmented/ऋ/ऋ_aug_651.wav,ऋ,औ,-290.1424408923597,False
data/03_augmented/ऋ/ऋ_aug_652.wav,ऋ,औ,-285.09162164866905,False
data/03_augmented/ऋ/ऋ_aug_653.wav,ऋ,औ,-261.94336971043543,False
data/03_augmented/ऋ/ऋ_aug_654.wav,ऋ,ॠ,-236.22353985102933,False
data/03_augmented/ऋ/ऋ_aug_655.wav,ऋ,ॠ,-262.7020386159887,False
data/03_augmented/ऋ/ऋ_aug_656.wav,ऋ,औ,-255.02857575380747,False
data/03_augmented/ऋ/ऋ_aug_657.wav,ऋ,औ,-241.54827331213244,False
data/03_augmented/ऋ/ऋ_aug_658.wav,ऋ,ॠ,-260.9968583699158,False
data/03_augmented/ऋ/ऋ_aug_659.wav,ऋ,ॠ,-272.6689426925468,False
data/03_augmented/ऋ/ऋ_aug_660.wav,ऋ,औ,-257.72119539261183,False
data/03_augmented/ऋ/ऋ_aug_661.wav,ऋ,ॠ,-246.78080291602063,False
data/03_augmented/ऋ/ऋ_aug_662.wav,ऋ,ॡ,-256.73632456376765,False
data/03_augmented/ऋ/ऋ_aug_663.wav,ऋ,ॠ,-262.2343836802218,False
data/03_augmented/ऋ/ऋ_aug_664.wav,ऋ,ॠ,-248.09817637350972,False
data/03_augmented/ऋ/ऋ_aug_665.wav,ऋ,ॡ,-291.3413744662721,False
data/03_augmented/ऋ/ऋ_aug_666.wav,ऋ,औ,-293.3572540771012,False
data/03_augmented/ऋ/ऋ_aug_667.wav,ऋ,ॠ,-273.11668061209593,False
data/03_augmented/ऋ/ऋ_aug_668.wav,ऋ,ॠ,-243.44016483092227,False
data/03_augmented/ऋ/ऋ_aug_669.wav,ऋ,औ,-279.24831054036815,False
data/03_augmented/ऋ/ऋ_aug_670.wav,ऋ,औ,-282.96861268043847,False
data/03_augmented/ऋ/ऋ_aug_671.wav,ऋ,ॡ,-304.2805375126318,False
data/03_augmented/ऋ/ऋ_aug_672.wav,ऋ,ॡ,-287.49701813203876,False
data/03_augmented/ऋ/ऋ_aug_673.wav,ऋ,औ,-278.0628881068484,False
data/03_augmented/ऋ/ऋ_aug_674.wav,ऋ,ॠ,-258.13992631267934,False
data/03_augmented/ऋ/ऋ_aug_675.wav,ऋ,औ,-275.63224928671764,False
data/03_augmented/ऋ/ऋ_aug_676.wav,ऋ,ॠ,-273.1417808667487,False
data/03_augmented/ऋ/ऋ_aug_677.wav,ऋ,ॠ,-261.9345128404563,False
data/03_augmented/ऋ/ऋ_aug_678.wav,ऋ,ॠ,-264.5816174113628,False
data/03_augmented/ऋ/ऋ_aug_679.wav,ऋ,औ,-242.2257074999614,False
data/03_augmented/ऋ/ऋ_aug_680.wav,ऋ,ॠ,-262.20766435755587,False
data/03_augmented/ऋ/ऋ_aug_681.wav,ऋ,ॡ,-315.13703409792663,False
data/03_augmented/ऋ/ऋ_aug_682.wav,ऋ,ॠ,-273.80835525009553,False
data/03_augmented/ऋ/ऋ_aug_683.wav,ऋ,ॠ,-270.4057200236335,False
data/03_augmented/ऋ/ऋ_aug_684.wav,ऋ,ॠ,-243.37409892236138,False
data/03_augmented/ऋ/ऋ_aug_685.wav,ऋ,औ,-258.548728895317,False
data/03_augmented/ऋ/ऋ_aug_686.wav,ऋ,ॠ,-253.2045900014898,False
data/03_augmented/ऋ/ऋ_aug_687.wav,ऋ,औ,-250.98759042797533,False
data/03_augmented/ऋ/ऋ_aug_688.wav,ऋ,ॠ,-246.45757757456838,False
data/03_augmented/ऋ/ऋ_aug_689.wav,ऋ,ॠ,-253.03625557965373,False
data/03_augmented/ऋ/ऋ_aug_690.wav,ऋ,ॠ,-264.3117347144674,False
data/03_augmented/ऋ/ऋ_aug_691.wav,ऋ,ॠ,-233.94114178403285,False
data/03_augmented/ऋ/ऋ_aug_692.wav,ऋ,ॠ,-238.56259887308147,False
data/03_augmented/ऋ/ऋ_aug_693.wav,ऋ,ॠ,-272.4083241503255,False
data/03_augmented/ऋ/ऋ_aug_694.wav,ऋ,ॠ,-263.78787450039147,False
data/03_augmented/ऋ/ऋ_aug_695.wav,ऋ,ॠ,-263.22287111061854,False
data/03_augmented/ऋ/ऋ_aug_696.wav,ऋ,ॠ,-242.66467179317738,False
data/03_augmented/ऋ/ऋ_aug_697.wav,ऋ,ॡ,-290.036016159076,False
data/03_augmented/ऋ/ऋ_aug_698.wav,ऋ,ॠ,-254.67863006780138,False
data/03_augmented/ऋ/ऋ_aug_699.wav,ऋ,ॠ,-252.72606309210198,False
data/03_augmented/ऋ/ऋ_aug_700.wav,ऋ,ॠ,-245.72531328245393,False
data/03_augmented/ऋ/ऋ_aug_701.wav,ऋ,औ,-290.9621044493116,False
data/03_augmented/ऋ/ऋ_aug_702.wav,ऋ,ॠ,-254.65824448337113,False
data/03_augmented/ऋ/ऋ_aug_703.wav,ऋ,ॠ,-245.08538558044603,False
data/03_augmented/ऋ/ऋ_aug_704.wav,ऋ,ॠ,-261.702548081544,False
data/03_augmented/ऋ/ऋ_aug_705.wav,ऋ,ॡ,-249.824716322885,False
data/03_augmented/ऋ/ऋ_aug_706.wav,ऋ,ॡ,-270.6843411012785,False
data/03_augmented/ऋ/ऋ_aug_707.wav,ऋ,ॡ,-310.4481212927903,False
data/03_augmented/ऋ/ऋ_aug_708.wav,ऋ,औ,-267.62086571503244,False
data/03_augmented/ऋ/ऋ_aug_709.wav,ऋ,ॠ,-245.64742556572375,False
data/03_augmented/ऋ/ऋ_aug_710.wav,ऋ,औ,-273.74031378948496,False
data/03_augmented/ऋ/ऋ_aug_711.wav,ऋ,औ,-253.4543681217573,False
data/03_augmented/ऋ/ऋ_aug_712.wav,ऋ,औ,-242.98345218051517,False
data/03_augmented/ऋ/ऋ_aug_713.wav,ऋ,औ,-240.3355771863772,False
data/03_augmented/ऋ/ऋ_aug_714.wav,ऋ,ॡ,-271.3711774493529,False
data/03_augmented/ऋ/ऋ_aug_715.wav,ऋ,ॠ,-256.69617303554566,False
data/03_augmented/ऋ/ऋ_aug_716.wav,ऋ,ॠ,-263.21106360424847,False
data/03_augmented/ऋ/ऋ_aug_717.wav,ऋ,ॡ,-290.33171546936893,False
data/03_augmented/ऋ/ऋ_aug_718.wav,ऋ,ॠ,-242.61238346736755,False
data/03_augmented/ऋ/ऋ_aug_719.wav,ऋ,ॠ,-250.09997890477777,False
data/03_augmented/ऋ/ऋ_aug_720.wav,ऋ,औ,-292.1339801910484,False
data/03_augmented/ऋ/ऋ_aug_721.wav,ऋ,ॠ,-318.35381344452213,False
data/03_augmented/ऋ/ऋ_aug_722.wav,ऋ,औ,-303.96280890165184,False
data/03_augmented/ऋ/ऋ_aug_723.wav,ऋ,ॠ,-254.13055232445075,False
data/03_augmented/ऋ/ऋ_aug_724.wav,ऋ,ॠ,-273.0754102729502,False
data/03_augmented/ऋ/ऋ_aug_725.wav,ऋ,ॠ,-248.46733016534353,False
data/03_augmented/ऋ/ऋ_aug_726.wav,ऋ,ॠ,-256.05926167778836,False
data/03_augmented/ऋ/ऋ_aug_727.wav,ऋ,ॡ,-284.2013083722479,False
data/03_augmented/ऋ/ऋ_aug_728.wav,ऋ,औ,-276.42867086330403,False
data/03_augmented/ऋ/ऋ_aug_729.wav,ऋ,ॡ,-269.55921646347383,False
data/03_augmented/ऋ/ऋ_aug_730.wav,ऋ,ॠ,-235.8239380881451,False
data/03_augmented/ऋ/ऋ_aug_731.wav,ऋ,ॡ,-289.9752605716361,False
data/03_augmented/ऋ/ऋ_aug_732.wav,ऋ,ॠ,-222.89788396413496,False
data/03_augmented/ऋ/ऋ_aug_733.wav,ऋ,ॠ,-259.9997441404948,False
data/03_augmented/ऋ/ऋ_aug_734.wav,ऋ,औ,-257.3189682337219,False
data/03_augmented/ऋ/ऋ_aug_735.wav,ऋ,औ,-251.18388698449797,False
data/03_augmented/ऋ/ऋ_aug_736.wav,ऋ,ॠ,-246.95700673655818,False
data/03_augmented/ऋ/ऋ_aug_737.wav,ऋ,ॠ,-250.22929286191348,False
data/03_augmented/ऋ/ऋ_aug_738.wav,ऋ,ॡ,-264.29427879335697,False
data/03_augmented/ऋ/ऋ_aug_739.wav,ऋ,ॠ,-258.0320708022591,False
data/03_augmented/ऋ/ऋ_aug_740.wav,ऋ,औ,-286.2816672801635,False
data/03_augmented/ऋ/ऋ_aug_741.wav,ऋ,औ,-269.74130297438774,False
data/03_augmented/ऋ/ऋ_aug_742.wav,ऋ,औ,-277.70696161483346,False
data/03_augmented/ऋ/ऋ_aug_743.wav,ऋ,औ,-250.2298418596752,False
data/03_augmented/ऋ/ऋ_aug_744.wav,ऋ,औ,-269.2489120220279,False
data/03_augmented/ऋ/ऋ_aug_745.wav,ऋ,ॡ,-287.4638097514942,False
data/03_augmented/ऋ/ऋ_aug_746.wav,ऋ,औ,-247.12388775583716,False
data/03_augmented/ऋ/ऋ_aug_747.wav,ऋ,औ,-268.5282737394369,False
data/03_augmented/ऋ/ऋ_aug_748.wav,ऋ,ॠ,-247.43383704790475,False
data/03_augmented/ऋ/ऋ_aug_749.wav,ऋ,ॡ,-275.23178024814075,False
data/03_augmented/ऋ/ऋ_aug_750.wav,ऋ,औ,-251.39271431575366,False
data/03_augmented/ऋ/ऋ_aug_751.wav,ऋ,ॡ,-268.8094228482088,False
data/03_augmented/ऋ/ऋ_aug_752.wav,ऋ,ॠ,-270.0068410555767,False
data/03_augmented/ऋ/ऋ_aug_753.wav,ऋ,ॠ,-253.16810446182666,False
data/03_augmented/ऋ/ऋ_aug_754.wav,ऋ,ॠ,-256.03763907506567,False
data/03_augmented/ऋ/ऋ_aug_755.wav,ऋ,औ,-270.8975812108759,False
data/03_augmented/ऋ/ऋ_aug_756.wav,ऋ,औ,-300.4035614011062,False
data/03_augmented/ऋ/ऋ_aug_757.wav,ऋ,औ,-270.7197466294021,False
data/03_augmented/ऋ/ऋ_aug_758.wav,ऋ,अं,-339.20702003063866,False
data/03_augmented/ऋ/ऋ_aug_759.wav,ऋ,औ,-257.2647735335807,False
data/03_augmented/ऋ/ऋ_aug_760.wav,ऋ,ॠ,-262.60039443674196,False
data/03_augmented/ऋ/ऋ_aug_761.wav,ऋ,ॡ,-330.0099792125596,False
data/03_augmented/ऋ/ऋ_aug_762.wav,ऋ,ॡ,-304.2219550934116,False
data/03_augmented/ऋ/ऋ_aug_763.wav,ऋ,ॠ,-242.59337984933657,False
data/03_augmented/ऋ/ऋ_aug_764.wav,ऋ,ॠ,-240.17010229656228,False
data/03_augmented/ऋ/ऋ_aug_765.wav,ऋ,ॠ,-252.75302709188972,False
data/03_augmented/ऋ/ऋ_aug_766.wav,ऋ,ॡ,-300.8925221124874,False
data/03_augmented/ऋ/ऋ_aug_767.wav,ऋ,औ,-239.96749051821445,False
data/03_augmented/ऋ/ऋ_aug_768.wav,ऋ,औ,-269.56552165617205,False
data/03_augmented/ऋ/ऋ_aug_769.wav,ऋ,ॠ,-231.18123679088183,False
data/03_augmented/ऋ/ऋ_aug_770.wav,ऋ,ॠ,-257.61090547922197,False
data/03_augmented/ऋ/ऋ_aug_771.wav,ऋ,ॠ,-268.4292530082885,False
data/03_augmented/ऋ/ऋ_aug_772.wav,ऋ,ॠ,-243.03982815983304,False
data/03_augmented/ऋ/ऋ_aug_773.wav,ऋ,ॡ,-259.4073933448465,False
data/03_augmented/ऋ/ऋ_aug_774.wav,ऋ,ॠ,-261.74525563313586,False
data/03_augmented/ऋ/ऋ_aug_775.wav,ऋ,ॠ,-229.9765906412277,False
data/03_augmented/ऋ/ऋ_aug_776.wav,ऋ,औ,-271.26942976118056,False
data/03_augmented/ऋ/ऋ_aug_777.wav,ऋ,औ,-289.0046289085801,False
data/03_augmented/ऋ/ऋ_aug_778.wav,ऋ,औ,-262.037800764381,False
data/03_augmented/ऋ/ऋ_aug_779.wav,ऋ,औ,-288.002715801961,False
data/03_augmented/ऋ/ऋ_aug_780.wav,ऋ,ॡ,-325.4899268437442,False
data/03_augmented/ऋ/ऋ_aug_781.wav,ऋ,औ,-306.61379016272144,False
data/03_augmented/ऋ/ऋ_aug_782.wav,ऋ,औ,-269.71745249609955,False
data/03_augmented/ऋ/ऋ_aug_783.wav,ऋ,ॠ,-236.66991883862244,False
data/03_augmented/ऋ/ऋ_aug_784.wav,ऋ,ॠ,-236.52714346076903,False
data/03_augmented/ऋ/ऋ_aug_785.wav,ऋ,ॠ,-276.12291876302953,False
data/03_augmented/ऋ/ऋ_aug_786.wav,ऋ,ॡ,-264.9884386467445,False
data/03_augmented/ऋ/ऋ_aug_787.wav,ऋ,औ,-282.6877193299247,False
data/03_augmented/ऋ/ऋ_aug_788.wav,ऋ,ॠ,-277.28695919117354,False
data/03_augmented/ऋ/ऋ_aug_789.wav,ऋ,ॡ,-285.79429213439977,False
data/03_augmented/ऋ/ऋ_aug_790.wav,ऋ,औ,-277.59326967814127,False
data/03_augmented/ऋ/ऋ_aug_791.wav,ऋ,ॡ,-264.1311742957301,False
data/03_augmented/ऋ/ऋ_aug_792.wav,ऋ,ॠ,-243.06255737486046,False
data/03_augmented/ऋ/ऋ_aug_793.wav,ऋ,ॡ,-329.6454470592082,False
data/03_augmented/ऋ/ऋ_aug_794.wav,ऋ,औ,-264.5069352898646,False
data/03_augmented/ऋ/ऋ_aug_795.wav,ऋ,ॠ,-291.31448176304156,False
data/03_augmented/ऋ/ऋ_aug_796.wav,ऋ,ॡ,-286.88279593902706,False
data/03_augmented/ऋ/ऋ_aug_797.wav,ऋ,ॠ,-257.65850058862515,False
data/03_augmented/ऋ/ऋ_aug_798.wav,ऋ,ॡ,-269.5848726152552,False
data/03_augmented/ऋ/ऋ_aug_799.wav,ऋ,ॡ,-275.0003273928036,False
data/03_augmented/ऋ/ऋ_aug_800.wav,ऋ,आ,-326.6307621015753,False
data/03_augmented/ऋ/ऋ_aug_801.wav,ऋ,औ,-291.92813296515885,False
