file_path,target_phoneme,self_match_score
data/03_augmented/ऋ/ऋ_aug_555.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_556.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_557.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_558.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_559.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_560.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_561.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_562.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_563.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_564.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_565.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_566.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_567.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_568.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_569.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_570.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_571.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_572.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_573.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_574.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_575.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_576.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_577.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_578.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_579.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_580.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_581.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_582.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_583.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_584.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_585.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_586.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_587.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_588.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_589.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_590.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_591.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_592.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_593.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_594.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_595.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_596.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_597.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_598.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_599.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_600.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_601.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_602.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_603.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_604.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_605.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_606.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_607.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_608.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_609.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_610.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_611.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_612.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_613.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_614.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_615.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_616.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_617.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_618.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_619.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_620.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_621.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_622.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_623.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_624.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_625.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_626.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_627.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_628.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_629.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_630.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_631.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_632.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_633.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_634.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_635.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_636.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_637.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_638.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_639.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_640.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_641.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_642.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_643.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_644.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_645.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_646.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_647.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_648.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_649.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_650.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_651.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_652.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_653.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_654.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_655.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_656.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_657.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_658.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_659.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_660.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_661.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_662.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_663.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_664.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_665.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_666.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_667.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_668.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_669.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_670.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_671.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_672.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_673.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_674.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_675.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_676.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_677.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_678.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_679.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_680.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_681.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_682.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_683.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_684.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_685.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_686.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_687.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_688.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_689.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_690.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_691.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_692.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_693.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_694.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_695.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_696.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_697.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_698.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_699.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_700.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_701.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_702.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_703.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_704.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_705.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_706.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_707.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_708.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_709.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_710.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_711.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_712.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_713.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_714.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_715.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_716.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_717.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_718.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_719.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_720.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_721.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_722.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_723.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_724.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_725.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_726.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_727.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_728.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_729.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_730.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_731.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_732.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_733.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_734.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_735.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_736.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_737.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_738.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_739.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_740.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_741.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_742.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_743.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_744.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_745.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_746.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_747.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_748.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_749.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_750.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_751.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_752.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_753.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_754.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_755.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_756.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_757.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_758.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_759.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_760.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_761.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_762.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_763.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_764.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_765.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_766.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_767.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_768.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_769.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_770.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_771.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_772.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_773.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_774.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_775.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_776.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_777.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_778.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_779.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_780.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_781.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_782.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_783.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_784.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_785.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_786.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_787.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_788.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_789.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_790.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_791.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_792.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_793.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_794.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_795.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_796.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_797.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_798.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_799.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_800.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_801.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_802.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_803.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_804.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_805.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_806.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_807.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_808.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_809.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_810.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_811.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_812.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_813.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_814.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_815.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_816.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_817.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_818.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_819.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_820.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_821.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_822.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_823.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_824.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_825.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_826.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_827.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_828.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_829.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_830.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_831.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_832.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_833.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_834.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_835.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_836.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_837.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_838.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_839.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_840.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_841.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_842.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_843.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_844.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_845.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_846.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_847.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_848.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_849.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_850.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_851.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_852.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_853.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_854.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_855.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_856.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_857.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_858.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_859.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_860.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_861.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_862.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_863.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_864.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_865.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_866.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_867.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_868.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_869.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_870.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_871.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_872.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_873.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_874.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_875.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_876.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_877.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_878.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_879.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_880.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_881.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_882.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_883.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_884.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_885.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_886.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_887.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_888.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_889.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_890.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_891.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_892.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_893.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_894.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_895.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_896.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_897.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_898.wav,ऋ,-inf
data/03_augmented/ऋ/ऋ_aug_899.wav,ऋ,-inf
